sale_id,date,day_of_week,product_name,category,size,color,quantity_sold,price (Rs.),discount (%),total_amount (Rs.),payment_method,customer_gender,age_group,store_section,invoice_id,transaction_time,sku_id
S003671,2026-08-27,Thursday,Women Flats,Footwear,5,Beige,1,799.00,0,799.00,UPI,Female,Adult (31-45),Women,INV001851,16:57:00,P32-5-BEIGE
S003672,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,M,White,2,399.00,0,798.00,UPI,Male,Adult (31-45),Men,INV001852,19:24:00,P01-M-WHITE
S003673,2026-08-27,Thursday,Cotton Kurti,Ethnic Wear,S,Mustard,1,999.00,0,999.00,UPI,Male,Adult (31-45),Women,INV001852,19:24:00,P07-S-MUSTARD
S003674,2026-08-27,Thursday,Sneakers,Footwear,9,Grey,1,1499.00,0,1499.00,UPI,Male,Adult (31-45),Men,INV001852,19:24:00,P20-9-GREY
S003675,2026-08-27,Thursday,Denim Jeggings,Bottoms,M,Black,2,999.00,0,1998.00,UPI,Male,Young Adult (20-30),Women,INV001853,20:33:00,P10-M-BLACK
S003676,2026-08-27,Thursday,Kids Cartoon Tee,Tops,8-9Y,Blue,1,399.00,0,399.00,UPI,Male,Young Adult (20-30),Kids,INV001853,20:33:00,P15-89Y-BLUE
S003677,2026-08-27,Thursday,Cotton Kurti,Ethnic Wear,M,Mustard,1,999.00,0,999.00,UPI,Male,Young Adult (20-30),Women,INV001853,20:33:00,P07-M-MUSTARD
S003678,2026-08-27,Thursday,Sneakers,Footwear,9,Grey,1,1499.00,0,1499.00,UPI,Male,Teen (13-19),Men,INV001854,19:03:00,P20-9-GREY
S003679,2026-08-27,Thursday,Ethnic Dupatta,Accessories,OneSize,Mustard,1,599.00,0,599.00,UPI,Male,Senior (46+),Women,INV001855,20:48:00,P31-ONESIZE-MUSTARD
S003680,2026-08-27,Thursday,Cotton Kurti,Ethnic Wear,XL,Teal,1,999.00,0,999.00,UPI,Male,Senior (46+),Women,INV001855,20:48:00,P07-XL-TEAL
S003681,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,XL,Black,1,399.00,0,399.00,Card,Male,Young Adult (20-30),Men,INV001856,19:30:00,P01-XL-BLACK
S003682,2026-08-27,Thursday,Graphic Tee,Tops,L,White,1,499.00,0,499.00,Card,Male,Young Adult (20-30),Men,INV001856,19:30:00,P06-L-WHITE
S003683,2026-08-27,Thursday,Sneakers,Footwear,7,White,1,1499.00,0,1499.00,Card,Male,Adult (31-45),Men,INV001857,14:08:00,P20-7-WHITE
S003684,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,XL,Olive,1,399.00,0,399.00,UPI,Male,Teen (13-19),Men,INV001858,15:46:00,P01-XL-OLIVE
S003685,2026-08-27,Thursday,Kids Cartoon Tee,Tops,6-7Y,Yellow,1,399.00,0,399.00,Cash,Male,Young Adult (20-30),Kids,INV001859,15:02:00,P15-67Y-YELLOW
S003686,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,M,Black,1,399.00,0,399.00,Cash,Male,Young Adult (20-30),Men,INV001859,15:02:00,P01-M-BLACK
S003687,2026-08-27,Thursday,Kids Sports Shoes,Footwear,11C,Blue,1,899.00,0,899.00,Card,Female,Young Adult (20-30),Kids,INV001860,16:04:00,P22-11C-BLUE
S003688,2026-08-27,Thursday,Formal Shirt,Tops,M,Grey,1,999.00,0,999.00,Card,Female,Young Adult (20-30),Men,INV001860,16:04:00,P05-M-GREY
S003689,2026-08-27,Thursday,Sandals,Footwear,5,Tan,1,999.00,0,999.00,Card,Female,Young Adult (20-30),Women,INV001860,16:04:00,P21-5-TAN
S003690,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,M,Olive,1,399.00,0,399.00,Card,Female,Young Adult (20-30),Men,INV001860,16:04:00,P01-M-OLIVE
S003691,2026-08-27,Thursday,Graphic Tee,Tops,XL,Black,1,499.00,0,499.00,Card,Male,Adult (31-45),Men,INV001861,13:51:00,P06-XL-BLACK
S003692,2026-08-27,Thursday,Formal Shirt,Tops,S,White,1,999.00,0,999.00,Card,Male,Adult (31-45),Men,INV001861,13:51:00,P05-S-WHITE
S003693,2026-08-27,Thursday,Floral Kurti,Ethnic Wear,M,Pink,1,1199.00,0,1199.00,UPI,Female,Adult (31-45),Women,INV001862,15:28:00,P08-M-PINK
S003694,2026-08-27,Thursday,Kids Denim Shorts,Bottoms,4-5Y,Blue,1,599.00,0,599.00,UPI,Female,Adult (31-45),Kids,INV001862,15:28:00,P16-45Y-BLUE
S003695,2026-08-27,Thursday,Kids Ethnic Kurta Set,Ethnic Wear,4-5Y,Mustard,2,999.00,0,1998.00,Card,Male,Adult (31-45),Kids,INV001863,20:12:00,P17-45Y-MUSTARD
S003696,2026-08-27,Thursday,Flip Flops,Footwear,10,Navy,1,399.00,0,399.00,Card,Male,Adult (31-45),Men,INV001863,20:12:00,P23-10-NAVY
S003697,2026-08-27,Thursday,Denim Jeggings,Bottoms,L,Black,1,999.00,0,999.00,Card,Male,Adult (31-45),Women,INV001863,20:12:00,P10-L-BLACK
S003698,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,L,Black,1,399.00,0,399.00,UPI,Male,Senior (46+),Men,INV001864,21:04:00,P01-L-BLACK
S003699,2026-08-27,Thursday,Chino Trousers,Bottoms,34,Beige,1,1099.00,0,1099.00,Cash,Male,Young Adult (20-30),Men,INV001865,19:27:00,P04-34-BEIGE
S003700,2026-08-27,Thursday,Kids Denim Shorts,Bottoms,6-7Y,Black,1,599.00,0,599.00,Cash,Male,Young Adult (20-30),Kids,INV001865,19:27:00,P16-67Y-BLACK
S003701,2026-08-27,Thursday,Kids Lehenga Set,Ethnic Wear,2-3Y,Peach,2,1299.00,20,2078.40,Cash,Female,Adult (31-45),Kids,INV001866,21:15:00,P18-23Y-PEACH
S003702,2026-08-27,Thursday,Sandals,Footwear,6,Tan,1,999.00,0,999.00,Cash,Female,Adult (31-45),Women,INV001866,21:15:00,P21-6-TAN
S003703,2026-08-27,Thursday,Kids Cartoon Tee,Tops,8-9Y,Blue,1,399.00,0,399.00,Card,Male,Young Adult (20-30),Kids,INV001867,21:13:00,P15-89Y-BLUE
S003704,2026-08-27,Thursday,Formal Shirt,Tops,L,Grey,1,999.00,0,999.00,Card,Female,Teen (13-19),Men,INV001868,18:59:00,P05-L-GREY
S003705,2026-08-27,Thursday,Crop Top,Tops,M,Lavender,1,599.00,0,599.00,Card,Female,Teen (13-19),Women,INV001868,18:59:00,P11-M-LAVENDER
S003706,2026-08-27,Thursday,Formal Shirt,Tops,L,Blue,1,999.00,0,999.00,UPI,Female,Young Adult (20-30),Men,INV001869,19:36:00,P05-L-BLUE
S003707,2026-08-27,Thursday,Cotton Kurti,Ethnic Wear,M,Mustard,1,999.00,0,999.00,UPI,Female,Young Adult (20-30),Women,INV001869,19:36:00,P07-M-MUSTARD
S003708,2026-08-27,Thursday,Formal Shirt,Tops,XL,Blue,1,999.00,0,999.00,UPI,Male,Adult (31-45),Men,INV001870,15:35:00,P05-XL-BLUE
S003709,2026-08-27,Thursday,Kids Lehenga Set,Ethnic Wear,2-3Y,Pink,1,1299.00,20,1039.20,UPI,Male,Adult (31-45),Kids,INV001870,15:35:00,P18-23Y-PINK
S003710,2026-08-27,Thursday,Kids Cartoon Tee,Tops,2-3Y,Red,1,399.00,0,399.00,UPI,Female,Young Adult (20-30),Kids,INV001871,16:43:00,P15-23Y-RED
S003711,2026-08-27,Thursday,Slim Fit Jeans,Bottoms,32,Black,1,1299.00,0,1299.00,Card,Male,Young Adult (20-30),Men,INV001872,20:58:00,P03-32-BLACK
S003712,2026-08-27,Thursday,Graphic Tee,Tops,S,White,1,499.00,0,499.00,Card,Male,Young Adult (20-30),Men,INV001872,20:58:00,P06-S-WHITE
S003713,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,S,Navy,1,399.00,0,399.00,UPI,Female,Adult (31-45),Men,INV001873,16:22:00,P01-S-NAVY
S003714,2026-08-27,Thursday,Chino Trousers,Bottoms,32,Navy,1,1099.00,0,1099.00,UPI,Female,Adult (31-45),Men,INV001873,16:22:00,P04-32-NAVY
S003715,2026-08-27,Thursday,Kids Joggers,Bottoms,4-5Y,Grey,1,699.00,0,699.00,Cash,Female,Adult (31-45),Kids,INV001874,14:24:00,P19-45Y-GREY
S003716,2026-08-27,Thursday,Formal Shirt,Tops,L,White,1,999.00,0,999.00,UPI,Male,Adult (31-45),Men,INV001875,14:45:00,P05-L-WHITE
S003717,2026-08-27,Thursday,Cotton Kurti,Ethnic Wear,M,Mustard,1,999.00,0,999.00,UPI,Male,Young Adult (20-30),Women,INV001876,19:54:00,P07-M-MUSTARD
S003718,2026-08-27,Thursday,Straight Pants,Bottoms,S,Navy,1,799.00,0,799.00,UPI,Male,Young Adult (20-30),Women,INV001876,19:54:00,P09-S-NAVY
S003719,2026-08-27,Thursday,Flip Flops,Footwear,7,Grey,1,399.00,0,399.00,UPI,Male,Young Adult (20-30),Men,INV001876,19:54:00,P23-7-GREY
S003720,2026-08-27,Thursday,Crop Top,Tops,L,Black,1,599.00,0,599.00,UPI,Female,Adult (31-45),Women,INV001877,20:03:00,P11-L-BLACK
S003721,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,L,Navy,1,399.00,0,399.00,Card,Male,Young Adult (20-30),Men,INV001878,18:51:00,P01-L-NAVY
S003722,2026-08-27,Thursday,Flip Flops,Footwear,7,Navy,1,399.00,0,399.00,Cash,Male,Young Adult (20-30),Men,INV001879,12:53:00,P23-7-NAVY
S003723,2026-08-27,Thursday,Sneakers,Footwear,7,Black,1,1499.00,0,1499.00,Cash,Male,Young Adult (20-30),Men,INV001879,12:53:00,P20-7-BLACK
S003724,2026-08-27,Thursday,Floral Kurti,Ethnic Wear,L,Blue,1,1199.00,0,1199.00,UPI,Female,Adult (31-45),Women,INV001880,21:16:00,P08-L-BLUE
S003725,2026-08-27,Thursday,Formal Shirt,Tops,M,White,1,999.00,0,999.00,UPI,Female,Adult (31-45),Men,INV001880,21:16:00,P05-M-WHITE
S003726,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,M,Black,1,399.00,0,399.00,UPI,Female,Teen (13-19),Men,INV001881,16:28:00,P01-M-BLACK
S003727,2026-08-27,Thursday,Kids Sports Shoes,Footwear,11C,Black,1,899.00,0,899.00,UPI,Female,Teen (13-19),Kids,INV001881,16:28:00,P22-11C-BLACK
S003728,2026-08-27,Thursday,Polo T-Shirt,Tops,XL,Navy,1,699.00,0,699.00,UPI,Female,Teen (13-19),Men,INV001881,16:28:00,P02-XL-NAVY
S003729,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,XL,Black,1,399.00,0,399.00,UPI,Female,Adult (31-45),Men,INV001882,17:29:00,P01-XL-BLACK
S003730,2026-08-27,Thursday,Kids Sports Shoes,Footwear,12C,Pink,2,899.00,0,1798.00,UPI,Female,Adult (31-45),Kids,INV001882,17:29:00,P22-12C-PINK
S003731,2026-08-27,Thursday,Polo T-Shirt,Tops,M,Maroon,1,699.00,0,699.00,Card,Male,Young Adult (20-30),Men,INV001883,16:42:00,P02-M-MAROON
S003732,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,L,Olive,1,399.00,0,399.00,Card,Male,Young Adult (20-30),Men,INV001883,16:42:00,P01-L-OLIVE
S003733,2026-08-27,Thursday,Polo T-Shirt,Tops,M,Maroon,1,699.00,0,699.00,UPI,Male,Adult (31-45),Men,INV001884,18:38:00,P02-M-MAROON
S003734,2026-08-27,Thursday,Graphic Tee,Tops,L,Red,1,499.00,0,499.00,UPI,Male,Adult (31-45),Men,INV001884,18:38:00,P06-L-RED
S003735,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,XL,Olive,1,399.00,0,399.00,UPI,Female,Young Adult (20-30),Men,INV001885,10:32:00,P01-XL-OLIVE
S003736,2026-08-27,Thursday,Printed Top,Tops,XS,White,1,699.00,0,699.00,Cash,Female,Young Adult (20-30),Women,INV001886,14:13:00,P12-XS-WHITE
S003737,2026-08-27,Thursday,Formal Shirt,Tops,M,Grey,1,999.00,0,999.00,Cash,Female,Young Adult (20-30),Men,INV001886,14:13:00,P05-M-GREY
S003738,2026-08-27,Thursday,Crop Top,Tops,S,Lavender,2,599.00,0,1198.00,Cash,Female,Young Adult (20-30),Women,INV001886,14:13:00,P11-S-LAVENDER
S003739,2026-08-27,Thursday,Slim Fit Jeans,Bottoms,32,Black,1,1299.00,0,1299.00,Cash,Female,Young Adult (20-30),Men,INV001886,14:13:00,P03-32-BLACK
S003740,2026-08-27,Thursday,Crop Top,Tops,S,Black,1,599.00,0,599.00,UPI,Male,Senior (46+),Women,INV001887,15:55:00,P11-S-BLACK
S003741,2026-08-27,Thursday,Kids Joggers,Bottoms,4-5Y,Navy,1,699.00,0,699.00,UPI,Male,Senior (46+),Kids,INV001887,15:55:00,P19-45Y-NAVY
S003742,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,L,Navy,1,399.00,0,399.00,UPI,Male,Adult (31-45),Men,INV001888,14:59:00,P01-L-NAVY
S003743,2026-08-27,Thursday,Cotton Kurti,Ethnic Wear,L,Mustard,1,999.00,0,999.00,UPI,Male,Adult (31-45),Women,INV001888,14:59:00,P07-L-MUSTARD
S003744,2026-08-27,Thursday,Slim Fit Jeans,Bottoms,34,Black,1,1299.00,0,1299.00,UPI,Male,Adult (31-45),Men,INV001889,19:27:00,P03-34-BLACK
S003745,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,S,Black,1,399.00,0,399.00,UPI,Male,Adult (31-45),Men,INV001889,19:27:00,P01-S-BLACK
S003746,2026-08-27,Thursday,Polo T-Shirt,Tops,L,Maroon,1,699.00,0,699.00,UPI,Male,Adult (31-45),Men,INV001889,19:27:00,P02-L-MAROON
S003747,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,S,Navy,2,399.00,0,798.00,UPI,Male,Adult (31-45),Men,INV001889,19:27:00,P01-S-NAVY
S003748,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,XL,Black,1,399.00,0,399.00,UPI,Male,Adult (31-45),Men,INV001890,14:33:00,P01-XL-BLACK
S003749,2026-08-27,Thursday,Sneakers,Footwear,10,Black,2,1499.00,0,2998.00,UPI,Male,Adult (31-45),Men,INV001890,14:33:00,P20-10-BLACK
S003750,2026-08-27,Thursday,Chino Trousers,Bottoms,30,Navy,1,1099.00,0,1099.00,UPI,Male,Adult (31-45),Men,INV001890,14:33:00,P04-30-NAVY
S003751,2026-08-27,Thursday,Flip Flops,Footwear,9,Grey,1,399.00,0,399.00,Card,Other,Adult (31-45),Men,INV001891,17:33:00,P23-9-GREY
S003752,2026-08-27,Thursday,Floral Kurti,Ethnic Wear,L,Green,1,1199.00,0,1199.00,Card,Other,Adult (31-45),Women,INV001891,17:33:00,P08-L-GREEN
S003753,2026-08-27,Thursday,Sandals,Footwear,6,Black,1,999.00,0,999.00,Cash,Female,Young Adult (20-30),Women,INV001892,16:52:00,P21-6-BLACK
S003754,2026-08-27,Thursday,Kids Ethnic Kurta Set,Ethnic Wear,8-9Y,Mustard,1,999.00,0,999.00,UPI,Male,Young Adult (20-30),Kids,INV001893,19:51:00,P17-89Y-MUSTARD
S003755,2026-08-27,Thursday,Kids Joggers,Bottoms,4-5Y,Black,2,699.00,0,1398.00,UPI,Male,Young Adult (20-30),Kids,INV001893,19:51:00,P19-45Y-BLACK
S003756,2026-08-27,Thursday,Cotton Kurti,Ethnic Wear,M,Maroon,1,999.00,0,999.00,Card,Male,Young Adult (20-30),Women,INV001894,12:35:00,P07-M-MAROON
S003757,2026-08-27,Thursday,Kids Sports Shoes,Footwear,1Y,Blue,1,899.00,0,899.00,UPI,Male,Young Adult (20-30),Kids,INV001895,16:17:00,P22-1Y-BLUE
S003758,2026-08-27,Thursday,Sneakers,Footwear,10,Grey,1,1499.00,0,1499.00,UPI,Male,Young Adult (20-30),Men,INV001895,16:17:00,P20-10-GREY
S003759,2026-08-27,Thursday,Kids Joggers,Bottoms,4-5Y,Black,1,699.00,0,699.00,UPI,Male,Young Adult (20-30),Kids,INV001895,16:17:00,P19-45Y-BLACK
S003760,2026-08-27,Thursday,Chino Trousers,Bottoms,32,Navy,1,1099.00,0,1099.00,Card,Male,Adult (31-45),Men,INV001896,16:04:00,P04-32-NAVY
S003761,2026-08-27,Thursday,Cotton Kurti,Ethnic Wear,XS,Maroon,1,999.00,0,999.00,Card,Male,Young Adult (20-30),Women,INV001897,15:17:00,P07-XS-MAROON
S003762,2026-08-27,Thursday,Chino Trousers,Bottoms,34,Olive,1,1099.00,0,1099.00,Card,Male,Young Adult (20-30),Men,INV001897,15:17:00,P04-34-OLIVE
S003763,2026-08-27,Thursday,Slim Fit Jeans,Bottoms,32,Light Blue,1,1299.00,0,1299.00,UPI,Female,Young Adult (20-30),Men,INV001898,19:44:00,P03-32-LIGHTBLU
S003764,2026-08-27,Thursday,Sandals,Footwear,6,Black,1,999.00,0,999.00,UPI,Female,Young Adult (20-30),Women,INV001898,19:44:00,P21-6-BLACK
S003765,2026-08-27,Thursday,Kids Joggers,Bottoms,8-9Y,Navy,1,699.00,0,699.00,UPI,Male,Adult (31-45),Kids,INV001899,19:30:00,P19-89Y-NAVY
S003766,2026-08-27,Thursday,Sandals,Footwear,6,Tan,1,999.00,0,999.00,Card,Female,Adult (31-45),Women,INV001900,19:45:00,P21-6-TAN
S003767,2026-08-27,Thursday,Kids Sports Shoes,Footwear,12C,Black,1,899.00,0,899.00,Card,Female,Adult (31-45),Kids,INV001900,19:45:00,P22-12C-BLACK
S003768,2026-08-27,Thursday,Cotton Kurti,Ethnic Wear,XL,Mustard,1,999.00,0,999.00,Card,Female,Adult (31-45),Women,INV001900,19:45:00,P07-XL-MUSTARD
S003769,2026-08-27,Thursday,Kids Sports Shoes,Footwear,10C,Black,1,899.00,0,899.00,Card,Male,Young Adult (20-30),Kids,INV001901,16:54:00,P22-10C-BLACK
S003770,2026-08-27,Thursday,Basic Crew T-Shirt,Tops,M,Black,1,399.00,0,399.00,Cash,Male,Young Adult (20-30),Men,INV001902,21:24:00,P01-M-BLACK
S003771,2026-08-27,Thursday,Polo T-Shirt,Tops,M,Grey,1,699.00,0,699.00,UPI,Male,Young Adult (20-30),Men,INV001903,16:44:00,P02-M-GREY
S003772,2026-08-27,Thursday,Straight Pants,Bottoms,XS,Beige,1,799.00,0,799.00,UPI,Male,Young Adult (20-30),Women,INV001903,16:44:00,P09-XS-BEIGE
S003773,2026-08-27,Thursday,Slim Fit Jeans,Bottoms,34,Light Blue,1,1299.00,0,1299.00,UPI,Male,Young Adult (20-30),Men,INV001903,16:44:00,P03-34-LIGHTBLU
S003774,2026-08-28,Friday,Kids Denim Shorts,Bottoms,4-5Y,Black,1,599.00,0,599.00,UPI,Female,Adult (31-45),Kids,INV001904,17:01:00,P16-45Y-BLACK
S003775,2026-08-28,Friday,Kids Joggers,Bottoms,6-7Y,Black,1,699.00,0,699.00,UPI,Female,Adult (31-45),Kids,INV001905,11:23:00,P19-67Y-BLACK
S003776,2026-08-28,Friday,Polo T-Shirt,Tops,L,Navy,1,699.00,0,699.00,UPI,Female,Adult (31-45),Men,INV001905,11:23:00,P02-L-NAVY
S003777,2026-08-28,Friday,Formal Shirt,Tops,S,Blue,1,999.00,0,999.00,UPI,Male,Teen (13-19),Men,INV001906,21:12:00,P05-S-BLUE
S003778,2026-08-28,Friday,Cotton Kurti,Ethnic Wear,L,Maroon,1,999.00,0,999.00,UPI,Male,Teen (13-19),Women,INV001906,21:12:00,P07-L-MAROON
S003779,2026-08-28,Friday,Crop Top,Tops,S,Lavender,1,599.00,0,599.00,UPI,Male,Teen (13-19),Women,INV001906,21:12:00,P11-S-LAVENDER
S003780,2026-08-28,Friday,Kids Ethnic Kurta Set,Ethnic Wear,2-3Y,Green,2,999.00,0,1998.00,UPI,Male,Adult (31-45),Kids,INV001907,10:47:00,P17-23Y-GREEN
S003781,2026-08-28,Friday,Chino Trousers,Bottoms,34,Navy,1,1099.00,0,1099.00,UPI,Male,Adult (31-45),Men,INV001907,10:47:00,P04-34-NAVY
S003782,2026-08-28,Friday,Formal Shirt,Tops,XL,White,1,999.00,0,999.00,UPI,Male,Young Adult (20-30),Men,INV001908,16:00:00,P05-XL-WHITE
S003783,2026-08-28,Friday,Cotton Kurti,Ethnic Wear,XS,Mustard,1,999.00,0,999.00,UPI,Male,Young Adult (20-30),Women,INV001908,16:00:00,P07-XS-MUSTARD
S003784,2026-08-28,Friday,Chino Trousers,Bottoms,36,Beige,1,1099.00,0,1099.00,UPI,Female,Young Adult (20-30),Men,INV001909,16:53:00,P04-36-BEIGE
S003785,2026-08-28,Friday,Hair Accessories Set,Accessories,OneSize,Pink,1,199.00,0,199.00,UPI,Female,Young Adult (20-30),Accessories,INV001909,16:53:00,P28-ONESIZE-PINK
S003786,2026-08-28,Friday,Chino Trousers,Bottoms,34,Olive,1,1099.00,0,1099.00,UPI,Male,Teen (13-19),Men,INV001910,18:02:00,P04-34-OLIVE
S003787,2026-08-28,Friday,Basic Crew T-Shirt,Tops,M,Navy,1,399.00,0,399.00,Cash,Male,Senior (46+),Men,INV001911,16:59:00,P01-M-NAVY
S003788,2026-08-28,Friday,Denim Jeggings,Bottoms,XS,Indigo,1,999.00,0,999.00,Cash,Male,Senior (46+),Women,INV001911,16:59:00,P10-XS-INDIGO
S003789,2026-08-28,Friday,Sneakers,Footwear,8,Black,3,1499.00,0,4497.00,Cash,Male,Senior (46+),Men,INV001911,16:59:00,P20-8-BLACK
S003790,2026-08-28,Friday,Graphic Tee,Tops,S,Red,1,499.00,0,499.00,Cash,Male,Senior (46+),Men,INV001911,16:59:00,P06-S-RED
S003791,2026-08-28,Friday,Formal Shirt,Tops,M,Grey,1,999.00,0,999.00,Card,Male,Teen (13-19),Men,INV001912,18:12:00,P05-M-GREY
S003792,2026-08-28,Friday,Palazzo Kurta Set,Ethnic Wear,S,Teal,1,1399.00,20,1119.20,Card,Male,Teen (13-19),Women,INV001912,18:12:00,P14-S-TEAL
S003793,2026-08-28,Friday,Slim Fit Jeans,Bottoms,34,Navy,1,1299.00,0,1299.00,Card,Male,Teen (13-19),Men,INV001912,18:12:00,P03-34-NAVY
S003794,2026-08-28,Friday,Graphic Tee,Tops,M,White,1,499.00,0,499.00,Card,Male,Teen (13-19),Men,INV001912,18:12:00,P06-M-WHITE
S003795,2026-08-28,Friday,Cotton Kurti,Ethnic Wear,XL,Teal,1,999.00,0,999.00,Cash,Male,Adult (31-45),Women,INV001913,19:36:00,P07-XL-TEAL
S003796,2026-08-28,Friday,Belt,Accessories,36,Brown,1,399.00,0,399.00,UPI,Male,Young Adult (20-30),Accessories,INV001914,21:21:00,P26-36-BROWN
S003797,2026-08-28,Friday,Polo T-Shirt,Tops,L,Navy,1,699.00,0,699.00,UPI,Male,Young Adult (20-30),Men,INV001914,21:21:00,P02-L-NAVY
S003798,2026-08-28,Friday,Slim Fit Jeans,Bottoms,32,Navy,1,1299.00,0,1299.00,UPI,Male,Young Adult (20-30),Men,INV001914,21:21:00,P03-32-NAVY
S003799,2026-08-28,Friday,Cotton Kurti,Ethnic Wear,L,Mustard,1,999.00,0,999.00,UPI,Male,Young Adult (20-30),Women,INV001915,12:58:00,P07-L-MUSTARD
S003800,2026-08-28,Friday,Kids Ethnic Kurta Set,Ethnic Wear,4-5Y,Green,1,999.00,0,999.00,UPI,Male,Adult (31-45),Kids,INV001916,12:02:00,P17-45Y-GREEN
S003801,2026-08-28,Friday,Basic Crew T-Shirt,Tops,M,Olive,1,399.00,0,399.00,UPI,Male,Adult (31-45),Men,INV001916,12:02:00,P01-M-OLIVE
S003802,2026-08-28,Friday,Kids Denim Shorts,Bottoms,8-9Y,Black,1,599.00,0,599.00,UPI,Male,Adult (31-45),Kids,INV001917,21:17:00,P16-89Y-BLACK
S003803,2026-08-28,Friday,Printed Top,Tops,L,White,2,699.00,0,1398.00,UPI,Male,Adult (31-45),Women,INV001917,21:17:00,P12-L-WHITE
S003804,2026-08-28,Friday,Basic Crew T-Shirt,Tops,L,Navy,1,399.00,0,399.00,UPI,Male,Adult (31-45),Men,INV001917,21:17:00,P01-L-NAVY
S003805,2026-08-28,Friday,Formal Shirt,Tops,L,White,2,999.00,0,1998.00,UPI,Male,Adult (31-45),Men,INV001917,21:17:00,P05-L-WHITE
S003806,2026-08-28,Friday,Polo T-Shirt,Tops,L,Navy,1,699.00,0,699.00,UPI,Male,Adult (31-45),Men,INV001917,21:17:00,P02-L-NAVY
S003807,2026-08-28,Friday,Flip Flops,Footwear,7,Grey,1,399.00,0,399.00,UPI,Male,Adult (31-45),Men,INV001918,20:45:00,P23-7-GREY
S003808,2026-08-28,Friday,Hair Accessories Set,Accessories,OneSize,Pink,1,199.00,0,199.00,UPI,Female,Young Adult (20-30),Accessories,INV001919,13:38:00,P28-ONESIZE-PINK
S003809,2026-08-28,Friday,Kids Joggers,Bottoms,2-3Y,Navy,1,699.00,0,699.00,UPI,Female,Young Adult (20-30),Kids,INV001919,13:38:00,P19-23Y-NAVY
S003810,2026-08-28,Friday,Slim Fit Jeans,Bottoms,32,Navy,1,1299.00,0,1299.00,UPI,Male,Adult (31-45),Men,INV001920,18:31:00,P03-32-NAVY
S003811,2026-08-28,Friday,Flip Flops,Footwear,7,Black,2,399.00,0,798.00,UPI,Male,Adult (31-45),Men,INV001920,18:31:00,P23-7-BLACK
S003812,2026-08-28,Friday,Graphic Tee,Tops,L,Black,1,499.00,0,499.00,UPI,Male,Adult (31-45),Men,INV001920,18:31:00,P06-L-BLACK
S003813,2026-08-28,Friday,Formal Shirt,Tops,M,White,1,999.00,0,999.00,UPI,Male,Adult (31-45),Men,INV001920,18:31:00,P05-M-WHITE
S003814,2026-08-28,Friday,Cap,Accessories,OneSize,Beige,1,299.00,0,299.00,UPI,Female,Adult (31-45),Accessories,INV001921,17:50:00,P29-ONESIZE-BEIGE
S003815,2026-08-28,Friday,Straight Pants,Bottoms,S,Black,1,799.00,0,799.00,UPI,Female,Adult (31-45),Women,INV001921,17:50:00,P09-S-BLACK
S003816,2026-08-28,Friday,Kids Cartoon Tee,Tops,4-5Y,Blue,1,399.00,0,399.00,UPI,Female,Adult (31-45),Kids,INV001921,17:50:00,P15-45Y-BLUE
S003817,2026-08-28,Friday,Denim Jeggings,Bottoms,M,Indigo,2,999.00,0,1998.00,UPI,Male,Young Adult (20-30),Women,INV001922,16:32:00,P10-M-INDIGO
S003818,2026-08-28,Friday,Sandals,Footwear,4,Black,1,999.00,0,999.00,UPI,Male,Young Adult (20-30),Women,INV001922,16:32:00,P21-4-BLACK
S003819,2026-08-28,Friday,Formal Shirt,Tops,XL,Blue,1,999.00,0,999.00,Card,Female,Senior (46+),Men,INV001923,13:53:00,P05-XL-BLUE
S003820,2026-08-28,Friday,Crop Top,Tops,M,White,1,599.00,0,599.00,Card,Female,Senior (46+),Women,INV001923,13:53:00,P11-M-WHITE
S003821,2026-08-28,Friday,Basic Crew T-Shirt,Tops,L,Olive,1,399.00,0,399.00,Card,Female,Senior (46+),Men,INV001923,13:53:00,P01-L-OLIVE
S003822,2026-08-28,Friday,Floral Kurti,Ethnic Wear,M,Blue,1,1199.00,0,1199.00,UPI,Female,Senior (46+),Women,INV001924,19:13:00,P08-M-BLUE
S003823,2026-08-28,Friday,Basic Crew T-Shirt,Tops,L,White,1,399.00,0,399.00,UPI,Female,Young Adult (20-30),Men,INV001925,17:11:00,P01-L-WHITE
S003824,2026-08-28,Friday,Crop Top,Tops,S,Lavender,1,599.00,0,599.00,UPI,Female,Young Adult (20-30),Women,INV001925,17:11:00,P11-S-LAVENDER
S003825,2026-08-28,Friday,Graphic Tee,Tops,L,White,1,499.00,0,499.00,UPI,Female,Adult (31-45),Men,INV001926,11:14:00,P06-L-WHITE
